DateTime,Energie_import_kWh,Index_import_kWh,Source,Pas
05/08/2025 15:00,0.67,22337.501,Compteur intelligent,1H
05/08/2025 16:00,0.881,22338.382,Compteur intelligent,1H
05/08/2025 17:00,0.905,22339.287,Compteur intelligent,1H
05/08/2025 18:00,1.282,22340.569,Compteur intelligent,1H
05/08/2025 19:00,1.577,22342.146,Compteur intelligent,1H
05/08/2025 20:00,1.926,22344.072,Compteur intelligent,1H
05/08/2025 21:00,2.264,22346.337,Compteur intelligent,1H
05/08/2025 22:00,1.864,22348.201,Compteur intelligent,1H
05/08/2025 23:00,1.273,22349.474,Compteur intelligent,1H
06/08/2025 00:00,0.555,22350.029,Compteur intelligent,1H
06/08/2025 01:00,0.586,22350.614,Compteur intelligent,1H
06/08/2025 02:00,0.561,22351.176,Compteur intelligent,1H
06/08/2025 03:00,0.243,22351.418,Compteur intelligent,1H
06/08/2025 04:00,0.215,22351.633,Compteur intelligent,1H
06/08/2025 05:00,0.45,22352.083,Compteur intelligent,1H
06/08/2025 06:00,0.88,22352.963,Compteur intelligent,1H
06/08/2025 07:00,1.142,22354.106,Compteur intelligent,1H
06/08/2025 08:00,0.839,22354.945,Compteur intelligent,1H
06/08/2025 09:00,0.5,22355.445,Compteur intelligent,1H
06/08/2025 10:00,0.36,22355.805,Compteur intelligent,1H
06/08/2025 11:00,0.185,22355.99,Compteur intelligent,1H
06/08/2025 12:00,0.302,22356.292,Compteur intelligent,1H
06/08/2025 13:00,0.54,22356.832,Compteur intelligent,1H
06/08/2025 14:00,0.609,22357.441,Compteur intelligent,1H
06/08/2025 15:00,0.721,22358.162,Compteur intelligent,1H
06/08/2025 16:00,0.918,22359.079,Compteur intelligent,1H
06/08/2025 17:00,0.852,22359.932,Compteur intelligent,1H
06/08/2025 18:00,1.333,22361.264,Compteur intelligent,1H
06/08/2025 19:00,1.599,22362.863,Compteur intelligent,1H
06/08/2025 20:00,1.95,22364.813,Compteur intelligent,1H
06/08/2025 21:00,2.173,22366.986,Compteur intelligent,1H
06/08/2025 22:00,1.783,22368.77,Compteur intelligent,1H
06/08/2025 23:00,1.266,22370.035,Compteur intelligent,1H
07/08/2025 00:00,0.555,22370.591,Compteur intelligent,1H
07/08/2025 01:00,0.666,22371.257,Compteur intelligent,1H
07/08/2025 02:00,0.647,22371.903,Compteur intelligent,1H
07/08/2025 03:00,0.365,22372.268,Compteur intelligent,1H
07/08/2025 04:00,0.288,22372.555,Compteur intelligent,1H
07/08/2025 05:00,0.558,22373.114,Compteur intelligent,1H
07/08/2025 06:00,0.856,22373.97,Compteur intelligent,1H
07/08/2025 07:00,0.98,22374.95,Compteur intelligent,1H
07/08/2025 08:00,0.872,22375.822,Compteur intelligent,1H
07/08/2025 09:00,0.465,22376.287,Compteur intelligent,1H
07/08/2025 10:00,0.374,22376.661,Compteur intelligent,1H
07/08/2025 11:00,0.273,22376.934,Compteur intelligent,1H
07/08/2025 12:00,0.359,22377.293,Compteur intelligent,1H
07/08/2025 13:00,0.495,22377.788,Compteur intelligent,1H
07/08/2025 14:00,0.683,22378.471,Compteur intelligent,1H
07/08/2025 15:00,0.737,22379.208,Compteur intelligent,1H
07/08/2025 16:00,0.9,22380.108,Compteur intelligent,1H
07/08/2025 17:00,1.001,22381.109,Compteur intelligent,1H
07/08/2025 18:00,1.209,22382.319,Compteur intelligent,1H
07/08/2025 19:00,1.701,22384.02,Compteur intelligent,1H
07/08/2025 20:00,2.002,22386.021,Compteur intelligent,1H
07/08/2025 21:00,2.201,22388.222,Compteur intelligent,1H
07/08/2025 22:00,1.762,22389.984,Compteur intelligent,1H
07/08/2025 23:00,1.153,22391.137,Compteur intelligent,1H
08/08/2025 00:00,0.692,22391.83,Compteur intelligent,1H
08/08/2025 01:00,0.523,22392.353,Compteur intelligent,1H
08/08/2025 02:00,0.624,22392.977,Compteur intelligent,1H
08/08/2025 03:00,0.372,22393.348,Compteur intelligent,1H
08/08/2025 04:00,0.278,22393.626,Compteur intelligent,1H
08/08/2025 05:00,0.519,22394.145,Compteur intelligent,1H
08/08/2025 06:00,0.768,22394.912,Compteur intelligent,1H
08/08/2025 07:00,1.045,22395.957,Compteur intelligent,1H
08/08/2025 08:00,0.726,22396.683,Compteur intelligent,1H
08/08/2025 09:00,0.462,22397.145,Compteur intelligent,1H
08/08/2025 10:00,0.281,22397.426,Compteur intelligent,1H
08/08/2025 11:00,0.285,22397.71,Compteur intelligent,1H
08/08/2025 12:00,0.25,22397.96,Compteur intelligent,1H
08/08/2025 13:00,0.581,22398.541,Compteur intelligent,1H
08/08/2025 14:00,0.64,22399.181,Compteur intelligent,1H
08/08/2025 15:00,0.711,22399.893,Compteur intelligent,1H
08/08/2025 16:00,0.954,22400.846,Compteur intelligent,1H
08/08/2025 17:00,0.962,22401.809,Compteur intelligent,1H
08/08/2025 18:00,1.275,22403.083,Compteur intelligent,1H
08/08/2025 19:00,1.661,22404.744,Compteur intelligent,1H
08/08/2025 20:00,2.006,22406.75,Compteur intelligent,1H
08/08/2025 21:00,2.177,22408.927,Compteur intelligent,1H
08/08/2025 22:00,1.671,22410.598,Compteur intelligent,1H
08/08/2025 23:00,1.208,22411.806,Compteur intelligent,1H
09/08/2025 00:00,0.639,22412.445,Compteur intelligent,1H
09/08/2025 01:00,0.613,22413.058,Compteur intelligent,1H
09/08/2025 02:00,0.576,22413.634,Compteur intelligent,1H
09/08/2025 03:00,0.23,22413.863,Compteur intelligent,1H
09/08/2025 04:00,0.217,22414.08,Compteur intelligent,1H
09/08/2025 05:00,0.515,22414.595,Compteur intelligent,1H
09/08/2025 06:00,0.76,22415.355,Compteur intelligent,1H
09/08/2025 07:00,0.966,22416.32,Compteur intelligent,1H
09/08/2025 08:00,0.841,22417.161,Compteur intelligent,1H
09/08/2025 09:00,0.55,22417.711,Compteur intelligent,1H
09/08/2025 10:00,0.256,22417.968,Compteur intelligent,1H
09/08/2025 11:00,0.257,22418.225,Compteur intelligent,1H
09/08/2025 12:00,0.464,22418.689,Compteur intelligent,1H
09/08/2025 13:00,0.657,22419.346,Compteur intelligent,1H
09/08/2025 14:00,0.695,22420.04,Compteur intelligent,1H
09/08/2025 15:00,0.828,22420.868,Compteur intelligent,1H
09/08/2025 16:00,1.025,22421.893,Compteur intelligent,1H
09/08/2025 17:00,0.926,22422.82,Compteur intelligent,1H
09/08/2025 18:00,1.196,22424.015,Compteur intelligent,1H
09/08/2025 19:00,1.641,22425.656,Compteur intelligent,1H
09/08/2025 20:00,1.853,22427.509,Compteur intelligent,1H
09/08/2025 21:00,2.148,22429.657,Compteur intelligent,1H
09/08/2025 22:00,1.81,22431.467,Compteur intelligent,1H
09/08/2025 23:00,1.191,22432.658,Compteur intelligent,1H
10/08/2025 00:00,0.605,22433.263,Compteur intelligent,1H
10/08/2025 01:00,0.585,22433.848,Compteur intelligent,1H
10/08/2025 02:00,0.522,22434.37,Compteur intelligent,1H
10/08/2025 03:00,0.288,22434.659,Compteur intelligent,1H
10/08/2025 04:00,0.379,22435.038,Compteur intelligent,1H
10/08/2025 05:00,0.561,22435.599,Compteur intelligent,1H
10/08/2025 06:00,0.98,22436.579,Compteur intelligent,1H
10/08/2025 07:00,0.985,22437.564,Compteur intelligent,1H
10/08/2025 08:00,0.821,22438.385,Compteur intelligent,1H
10/08/2025 09:00,0.419,22438.804,Compteur intelligent,1H
10/08/2025 10:00,0.429,22439.233,Compteur intelligent,1H
10/08/2025 11:00,0.337,22439.571,Compteur intelligent,1H
10/08/2025 12:00,0.545,22440.115,Compteur intelligent,1H
10/08/2025 13:00,0.661,22440.777,Compteur intelligent,1H
10/08/2025 14:00,0.748,22441.525,Compteur intelligent,1H
10/08/2025 15:00,0.723,22442.248,Compteur intelligent,1H
10/08/2025 16:00,1.073,22443.321,Compteur intelligent,1H
10/08/2025 17:00,1.001,22444.322,Compteur intelligent,1H
10/08/2025 18:00,1.271,22445.594,Compteur intelligent,1H
10/08/2025 19:00,1.589,22447.183,Compteur intelligent,1H
10/08/2025 20:00,1.958,22449.141,Compteur intelligent,1H
10/08/2025 21:00,2.179,22451.32,Compteur intelligent,1H
10/08/2025 22:00,1.742,22453.062,Compteur intelligent,1H
10/08/2025 23:00,1.133,22454.196,Compteur intelligent,1H
11/08/2025 00:00,0.545,22454.741,Compteur intelligent,1H
11/08/2025 01:00,0.607,22455.348,Compteur intelligent,1H
11/08/2025 02:00,0.607,22455.955,Compteur intelligent,1H
11/08/2025 03:00,0.215,22456.17,Compteur intelligent,1H
11/08/2025 04:00,0.422,22456.591,Compteur intelligent,1H
11/08/2025 05:00,0.458,22457.05,Compteur intelligent,1H
11/08/2025 06:00,0.804,22457.854,Compteur intelligent,1H
11/08/2025 07:00,1.017,22458.871,Compteur intelligent,1H
11/08/2025 08:00,0.896,22459.767,Compteur intelligent,1H
11/08/2025 09:00,0.438,22460.205,Compteur intelligent,1H
11/08/2025 10:00,0.306,22460.511,Compteur intelligent,1H
11/08/2025 11:00,0.201,22460.712,Compteur intelligent,1H
11/08/2025 12:00,0.413,22461.126,Compteur intelligent,1H
11/08/2025 13:00,0.514,22461.64,Compteur intelligent,1H
11/08/2025 14:00,0.628,22462.268,Compteur intelligent,1H
11/08/2025 15:00,0.755,22463.023,Compteur intelligent,1H
11/08/2025 16:00,0.97,22463.993,Compteur intelligent,1H
11/08/2025 17:00,0.953,22464.946,Compteur intelligent,1H
11/08/2025 18:00,1.219,22466.165,Compteur intelligent,1H
11/08/2025 19:00,1.602,22467.767,Compteur intelligent,1H
11/08/2025 20:00,1.965,22469.732,Compteur intelligent,1H
11/08/2025 21:00,2.194,22471.926,Compteur intelligent,1H
11/08/2025 22:00,1.757,22473.683,Compteur intelligent,1H
11/08/2025 23:00,1.159,22474.842,Compteur intelligent,1H
12/08/2025 00:00,0.645,22475.487,Compteur intelligent,1H
12/08/2025 01:00,0.648,22476.135,Compteur intelligent,1H
12/08/2025 02:00,0.618,22476.753,Compteur intelligent,1H
12/08/2025 03:00,0.269,22477.022,Compteur intelligent,1H
12/08/2025 04:00,0.346,22477.368,Compteur intelligent,1H
12/08/2025 05:00,0.508,22477.876,Compteur intelligent,1H
12/08/2025 06:00,0.778,22478.654,Compteur intelligent,1H
12/08/2025 07:00,0.981,22479.635,Compteur intelligent,1H
12/08/2025 08:00,0.704,22480.339,Compteur intelligent,1H
12/08/2025 09:00,0.52,22480.859,Compteur intelligent,1H
12/08/2025 10:00,0.311,22481.169,Compteur intelligent,1H
12/08/2025 11:00,0.37,22481.539,Compteur intelligent,1H
12/08/2025 12:00,0.243,22481.782,Compteur intelligent,1H
12/08/2025 13:00,0.498,22482.28,Compteur intelligent,1H
12/08/2025 14:00,0.654,22482.934,Compteur intelligent,1H
12/08/2025 15:00,0.695,22483.629,Compteur intelligent,1H
12/08/2025 16:00,0.889,22484.518,Compteur intelligent,1H
12/08/2025 17:00,0.976,22485.493,Compteur intelligent,1H
12/08/2025 18:00,1.284,22486.778,Compteur intelligent,1H
12/08/2025 19:00,1.621,22488.398,Compteur intelligent,1H
12/08/2025 20:00,1.71,22490.108,Compteur intelligent,1H
12/08/2025 21:00,2.161,22492.269,Compteur intelligent,1H
12/08/2025 22:00,1.731,22494.0,Compteur intelligent,1H
12/08/2025 23:00,1.153,22495.153,Compteur intelligent,1H
13/08/2025 00:00,0.531,22495.684,Compteur intelligent,1H
13/08/2025 01:00,0.642,22496.327,Compteur intelligent,1H
13/08/2025 02:00,0.635,22496.962,Compteur intelligent,1H
13/08/2025 03:00,0.372,22497.333,Compteur intelligent,1H
13/08/2025 04:00,0.268,22497.602,Compteur intelligent,1H
13/08/2025 05:00,0.554,22498.156,Compteur intelligent,1H
13/08/2025 06:00,0.807,22498.963,Compteur intelligent,1H
13/08/2025 07:00,0.969,22499.932,Compteur intelligent,1H
13/08/2025 08:00,0.836,22500.767,Compteur intelligent,1H
13/08/2025 09:00,0.536,22501.303,Compteur intelligent,1H
13/08/2025 10:00,0.285,22501.588,Compteur intelligent,1H
13/08/2025 11:00,0.371,22501.959,Compteur intelligent,1H
13/08/2025 12:00,0.351,22502.31,Compteur intelligent,1H
13/08/2025 13:00,0.413,22502.723,Compteur intelligent,1H
13/08/2025 14:00,0.549,22503.272,Compteur intelligent,1H
13/08/2025 15:00,0.8,22504.072,Compteur intelligent,1H
13/08/2025 16:00,0.825,22504.898,Compteur intelligent,1H
13/08/2025 17:00,0.963,22505.861,Compteur intelligent,1H
13/08/2025 18:00,1.257,22507.118,Compteur intelligent,1H
13/08/2025 19:00,1.626,22508.744,Compteur intelligent,1H
13/08/2025 20:00,1.957,22510.7,Compteur intelligent,1H
13/08/2025 21:00,2.124,22512.824,Compteur intelligent,1H
13/08/2025 22:00,1.657,22514.481,Compteur intelligent,1H
13/08/2025 23:00,1.057,22515.538,Compteur intelligent,1H
14/08/2025 00:00,0.603,22516.141,Compteur intelligent,1H
14/08/2025 01:00,0.594,22516.735,Compteur intelligent,1H
14/08/2025 02:00,0.685,22517.42,Compteur intelligent,1H
14/08/2025 03:00,0.234,22517.654,Compteur intelligent,1H
14/08/2025 04:00,0.378,22518.032,Compteur intelligent,1H
14/08/2025 05:00,0.465,22518.497,Compteur intelligent,1H
14/08/2025 06:00,0.908,22519.405,Compteur intelligent,1H
14/08/2025 07:00,0.939,22520.344,Compteur intelligent,1H
14/08/2025 08:00,0.781,22521.125,Compteur intelligent,1H
14/08/2025 09:00,0.523,22521.648,Compteur intelligent,1H
14/08/2025 10:00,0.388,22522.036,Compteur intelligent,1H
14/08/2025 11:00,0.327,22522.363,Compteur intelligent,1H
14/08/2025 12:00,0.269,22522.632,Compteur intelligent,1H
14/08/2025 13:00,0.552,22523.184,Compteur intelligent,1H
14/08/2025 14:00,0.616,22523.8,Compteur intelligent,1H
14/08/2025 15:00,0.637,22524.437,Compteur intelligent,1H
14/08/2025 16:00,0.824,22525.261,Compteur intelligent,1H
14/08/2025 17:00,0.935,22526.196,Compteur intelligent,1H
14/08/2025 18:00,1.201,22527.397,Compteur intelligent,1H
14/08/2025 19:00,1.709,22529.106,Compteur intelligent,1H
14/08/2025 20:00,1.928,22531.034,Compteur intelligent,1H
14/08/2025 21:00,2.218,22533.252,Compteur intelligent,1H
14/08/2025 22:00,1.668,22534.921,Compteur intelligent,1H
14/08/2025 23:00,1.093,22536.014,Compteur intelligent,1H
15/08/2025 00:00,0.636,22536.65,Compteur intelligent,1H
15/08/2025 01:00,0.611,22537.262,Compteur intelligent,1H
15/08/2025 02:00,0.661,22537.923,Compteur intelligent,1H
15/08/2025 03:00,0.316,22538.239,Compteur intelligent,1H
15/08/2025 04:00,0.325,22538.564,Compteur intelligent,1H
15/08/2025 05:00,0.53,22539.094,Compteur intelligent,1H
15/08/2025 06:00,0.808,22539.902,Compteur intelligent,1H
15/08/2025 07:00,1.009,22540.911,Compteur intelligent,1H
15/08/2025 08:00,0.922,22541.833,Compteur intelligent,1H
15/08/2025 09:00,0.559,22542.393,Compteur intelligent,1H
15/08/2025 10:00,0.253,22542.645,Compteur intelligent,1H
15/08/2025 11:00,0.181,22542.826,Compteur intelligent,1H
15/08/2025 12:00,0.43,22543.256,Compteur intelligent,1H
15/08/2025 13:00,0.46,22543.716,Compteur intelligent,1H
15/08/2025 14:00,0.608,22544.324,Compteur intelligent,1H
15/08/2025 15:00,0.705,22545.029,Compteur intelligent,1H
15/08/2025 16:00,0.876,22545.905,Compteur intelligent,1H
15/08/2025 17:00,0.93,22546.835,Compteur intelligent,1H
15/08/2025 18:00,1.176,22548.011,Compteur intelligent,1H
15/08/2025 19:00,1.521,22549.532,Compteur intelligent,1H
15/08/2025 20:00,1.75,22551.282,Compteur intelligent,1H
15/08/2025 21:00,2.084,22553.366,Compteur intelligent,1H
15/08/2025 22:00,1.792,22555.158,Compteur intelligent,1H
15/08/2025 23:00,1.136,22556.294,Compteur intelligent,1H
16/08/2025 00:00,0.607,22556.901,Compteur intelligent,1H
16/08/2025 01:00,0.676,22557.577,Compteur intelligent,1H
16/08/2025 02:00,0.688,22558.264,Compteur intelligent,1H
16/08/2025 03:00,0.242,22558.507,Compteur intelligent,1H
16/08/2025 04:00,0.358,22558.865,Compteur intelligent,1H
16/08/2025 05:00,0.459,22559.324,Compteur intelligent,1H
16/08/2025 06:00,0.686,22560.01,Compteur intelligent,1H
16/08/2025 07:00,1.052,22561.062,Compteur intelligent,1H
16/08/2025 08:00,0.809,22561.872,Compteur intelligent,1H
16/08/2025 09:00,0.429,22562.3,Compteur intelligent,1H
16/08/2025 10:00,0.328,22562.628,Compteur intelligent,1H
16/08/2025 11:00,0.296,22562.924,Compteur intelligent,1H
16/08/2025 12:00,0.493,22563.417,Compteur intelligent,1H
16/08/2025 13:00,0.563,22563.98,Compteur intelligent,1H
16/08/2025 14:00,0.74,22564.719,Compteur intelligent,1H
16/08/2025 15:00,0.887,22565.606,Compteur intelligent,1H
16/08/2025 16:00,1.036,22566.641,Compteur intelligent,1H
16/08/2025 17:00,0.941,22567.582,Compteur intelligent,1H
16/08/2025 18:00,1.181,22568.763,Compteur intelligent,1H
16/08/2025 19:00,1.652,22570.415,Compteur intelligent,1H
16/08/2025 20:00,1.965,22572.38,Compteur intelligent,1H
16/08/2025 21:00,2.109,22574.489,Compteur intelligent,1H
16/08/2025 22:00,1.747,22576.236,Compteur intelligent,1H
16/08/2025 23:00,1.253,22577.489,Compteur intelligent,1H
17/08/2025 00:00,0.671,22578.16,Compteur intelligent,1H
17/08/2025 01:00,0.688,22578.849,Compteur intelligent,1H
17/08/2025 02:00,0.625,22579.474,Compteur intelligent,1H
17/08/2025 03:00,0.36,22579.833,Compteur intelligent,1H
17/08/2025 04:00,0.396,22580.23,Compteur intelligent,1H
17/08/2025 05:00,0.431,22580.661,Compteur intelligent,1H
17/08/2025 06:00,0.82,22581.481,Compteur intelligent,1H
17/08/2025 07:00,1.008,22582.489,Compteur intelligent,1H
17/08/2025 08:00,0.76,22583.249,Compteur intelligent,1H
17/08/2025 09:00,0.461,22583.71,Compteur intelligent,1H
17/08/2025 10:00,0.195,22583.905,Compteur intelligent,1H
17/08/2025 11:00,0.318,22584.223,Compteur intelligent,1H
17/08/2025 12:00,0.534,22584.756,Compteur intelligent,1H
17/08/2025 13:00,0.689,22585.445,Compteur intelligent,1H
17/08/2025 14:00,0.83,22586.275,Compteur intelligent,1H
17/08/2025 15:00,0.831,22587.106,Compteur intelligent,1H
17/08/2025 16:00,0.98,22588.086,Compteur intelligent,1H
17/08/2025 17:00,1.045,22589.131,Compteur intelligent,1H
17/08/2025 18:00,1.309,22590.44,Compteur intelligent,1H
17/08/2025 19:00,1.58,22592.02,Compteur intelligent,1H
17/08/2025 20:00,1.747,22593.766,Compteur intelligent,1H
17/08/2025 21:00,2.128,22595.894,Compteur intelligent,1H
17/08/2025 22:00,1.65,22597.545,Compteur intelligent,1H
17/08/2025 23:00,1.193,22598.737,Compteur intelligent,1H
18/08/2025 00:00,0.665,22599.403,Compteur intelligent,1H
18/08/2025 01:00,0.52,22599.923,Compteur intelligent,1H
18/08/2025 02:00,0.624,22600.547,Compteur intelligent,1H
18/08/2025 03:00,0.202,22600.749,Compteur intelligent,1H
18/08/2025 04:00,0.464,22601.212,Compteur intelligent,1H
18/08/2025 05:00,0.483,22601.695,Compteur intelligent,1H
18/08/2025 06:00,0.829,22602.524,Compteur intelligent,1H
18/08/2025 07:00,0.93,22603.454,Compteur intelligent,1H
18/08/2025 08:00,0.673,22604.127,Compteur intelligent,1H
18/08/2025 09:00,0.423,22604.549,Compteur intelligent,1H
18/08/2025 10:00,0.257,22604.807,Compteur intelligent,1H
18/08/2025 11:00,0.345,22605.152,Compteur intelligent,1H
18/08/2025 12:00,0.278,22605.43,Compteur intelligent,1H
18/08/2025 13:00,0.534,22605.964,Compteur intelligent,1H
18/08/2025 14:00,0.639,22606.603,Compteur intelligent,1H
18/08/2025 15:00,0.724,22607.327,Compteur intelligent,1H
18/08/2025 16:00,0.704,22608.031,Compteur intelligent,1H
18/08/2025 17:00,0.918,22608.949,Compteur intelligent,1H
18/08/2025 18:00,1.301,22610.25,Compteur intelligent,1H
18/08/2025 19:00,1.654,22611.904,Compteur intelligent,1H
18/08/2025 20:00,1.895,22613.799,Compteur intelligent,1H
18/08/2025 21:00,2.053,22615.852,Compteur intelligent,1H
18/08/2025 22:00,1.72,22617.572,Compteur intelligent,1H
18/08/2025 23:00,1.202,22618.774,Compteur intelligent,1H
19/08/2025 00:00,0.577,22619.351,Compteur intelligent,1H
19/08/2025 01:00,0.632,22619.984,Compteur intelligent,1H
19/08/2025 02:00,0.564,22620.548,Compteur intelligent,1H
19/08/2025 03:00,0.154,22620.702,Compteur intelligent,1H
19/08/2025 04:00,0.276,22620.978,Compteur intelligent,1H
19/08/2025 05:00,0.438,22621.416,Compteur intelligent,1H
19/08/2025 06:00,0.873,22622.288,Compteur intelligent,1H
19/08/2025 07:00,1.034,22623.323,Compteur intelligent,1H
19/08/2025 08:00,0.796,22624.119,Compteur intelligent,1H
19/08/2025 09:00,0.447,22624.566,Compteur intelligent,1H
19/08/2025 10:00,0.348,22624.913,Compteur intelligent,1H
19/08/2025 11:00,0.364,22625.278,Compteur intelligent,1H
19/08/2025 12:00,0.289,22625.566,Compteur intelligent,1H
19/08/2025 13:00,0.445,22626.012,Compteur intelligent,1H
19/08/2025 14:00,0.682,22626.693,Compteur intelligent,1H
19/08/2025 15:00,0.759,22627.452,Compteur intelligent,1H
19/08/2025 16:00,0.826,22628.278,Compteur intelligent,1H
19/08/2025 17:00,1.019,22629.297,Compteur intelligent,1H
19/08/2025 18:00,1.274,22630.572,Compteur intelligent,1H
19/08/2025 19:00,1.563,22632.135,Compteur intelligent,1H
19/08/2025 20:00,1.9,22634.035,Compteur intelligent,1H
19/08/2025 21:00,2.136,22636.171,Compteur intelligent,1H
19/08/2025 22:00,1.809,22637.98,Compteur intelligent,1H
19/08/2025 23:00,1.222,22639.202,Compteur intelligent,1H
20/08/2025 00:00,0.635,22639.837,Compteur intelligent,1H
20/08/2025 01:00,0.614,22640.45,Compteur intelligent,1H
20/08/2025 02:00,0.637,22641.087,Compteur intelligent,1H
20/08/2025 03:00,0.191,22641.278,Compteur intelligent,1H
20/08/2025 04:00,0.227,22641.505,Compteur intelligent,1H
20/08/2025 05:00,0.502,22642.007,Compteur intelligent,1H
20/08/2025 06:00,0.822,22642.83,Compteur intelligent,1H
20/08/2025 07:00,0.966,22643.795,Compteur intelligent,1H
20/08/2025 08:00,0.679,22644.474,Compteur intelligent,1H
20/08/2025 09:00,0.414,22644.887,Compteur intelligent,1H
20/08/2025 10:00,0.346,22645.234,Compteur intelligent,1H
20/08/2025 11:00,0.282,22645.516,Compteur intelligent,1H
20/08/2025 12:00,0.308,22645.823,Compteur intelligent,1H
20/08/2025 13:00,0.427,22646.251,Compteur intelligent,1H
20/08/2025 14:00,0.628,22646.878,Compteur intelligent,1H
20/08/2025 15:00,0.72,22647.599,Compteur intelligent,1H
20/08/2025 16:00,0.841,22648.44,Compteur intelligent,1H
20/08/2025 17:00,0.919,22649.358,Compteur intelligent,1H
20/08/2025 18:00,1.249,22650.607,Compteur intelligent,1H
20/08/2025 19:00,1.635,22652.242,Compteur intelligent,1H
20/08/2025 20:00,1.844,22654.086,Compteur intelligent,1H
20/08/2025 21:00,2.233,22656.319,Compteur intelligent,1H
20/08/2025 22:00,1.673,22657.992,Compteur intelligent,1H
20/08/2025 23:00,1.194,22659.186,Compteur intelligent,1H
21/08/2025 00:00,0.512,22659.697,Compteur intelligent,1H
21/08/2025 01:00,0.545,22660.242,Compteur intelligent,1H
21/08/2025 02:00,0.66,22660.903,Compteur intelligent,1H
21/08/2025 03:00,0.318,22661.22,Compteur intelligent,1H
21/08/2025 04:00,0.326,22661.546,Compteur intelligent,1H
21/08/2025 05:00,0.438,22661.984,Compteur intelligent,1H
21/08/2025 06:00,0.819,22662.803,Compteur intelligent,1H
21/08/2025 07:00,0.929,22663.732,Compteur intelligent,1H
21/08/2025 08:00,0.862,22664.594,Compteur intelligent,1H
21/08/2025 09:00,0.321,22664.914,Compteur intelligent,1H
21/08/2025 10:00,0.29,22665.205,Compteur intelligent,1H
21/08/2025 11:00,0.226,22665.431,Compteur intelligent,1H
21/08/2025 12:00,0.424,22665.855,Compteur intelligent,1H
21/08/2025 13:00,0.47,22666.325,Compteur intelligent,1H
21/08/2025 14:00,0.685,22667.01,Compteur intelligent,1H
21/08/2025 15:00,0.815,22667.825,Compteur intelligent,1H
21/08/2025 16:00,0.877,22668.702,Compteur intelligent,1H
21/08/2025 17:00,0.849,22669.552,Compteur intelligent,1H
21/08/2025 18:00,1.193,22670.745,Compteur intelligent,1H
21/08/2025 19:00,1.586,22672.331,Compteur intelligent,1H
21/08/2025 20:00,1.903,22674.233,Compteur intelligent,1H
21/08/2025 21:00,2.154,22676.387,Compteur intelligent,1H
21/08/2025 22:00,1.626,22678.013,Compteur intelligent,1H
21/08/2025 23:00,1.23,22679.243,Compteur intelligent,1H
22/08/2025 00:00,0.543,22679.786,Compteur intelligent,1H
22/08/2025 01:00,0.583,22680.369,Compteur intelligent,1H
22/08/2025 02:00,0.62,22680.989,Compteur intelligent,1H
22/08/2025 03:00,0.266,22681.254,Compteur intelligent,1H
22/08/2025 04:00,0.407,22681.662,Compteur intelligent,1H
22/08/2025 05:00,0.546,22682.208,Compteur intelligent,1H
22/08/2025 06:00,0.717,22682.925,Compteur intelligent,1H
22/08/2025 07:00,0.92,22683.845,Compteur intelligent,1H
22/08/2025 08:00,0.866,22684.711,Compteur intelligent,1H
22/08/2025 09:00,0.484,22685.195,Compteur intelligent,1H
22/08/2025 10:00,0.351,22685.546,Compteur intelligent,1H
22/08/2025 11:00,0.275,22685.821,Compteur intelligent,1H
22/08/2025 12:00,0.419,22686.24,Compteur intelligent,1H
22/08/2025 13:00,0.528,22686.768,Compteur intelligent,1H
22/08/2025 14:00,0.657,22687.426,Compteur intelligent,1H
22/08/2025 15:00,0.687,22688.113,Compteur intelligent,1H
22/08/2025 16:00,0.885,22688.998,Compteur intelligent,1H
22/08/2025 17:00,0.85,22689.848,Compteur intelligent,1H
22/08/2025 18:00,1.222,22691.07,Compteur intelligent,1H
22/08/2025 19:00,1.576,22692.646,Compteur intelligent,1H
22/08/2025 20:00,1.83,22694.475,Compteur intelligent,1H
22/08/2025 21:00,2.072,22696.548,Compteur intelligent,1H
22/08/2025 22:00,1.583,22698.131,Compteur intelligent,1H
22/08/2025 23:00,1.256,22699.386,Compteur intelligent,1H
23/08/2025 00:00,0.59,22699.977,Compteur intelligent,1H
23/08/2025 01:00,0.593,22700.57,Compteur intelligent,1H
23/08/2025 02:00,0.634,22701.203,Compteur intelligent,1H
23/08/2025 03:00,0.337,22701.54,Compteur intelligent,1H
23/08/2025 04:00,0.393,22701.933,Compteur intelligent,1H
23/08/2025 05:00,0.451,22702.385,Compteur intelligent,1H
23/08/2025 06:00,0.807,22703.191,Compteur intelligent,1H
23/08/2025 07:00,0.932,22704.123,Compteur intelligent,1H
23/08/2025 08:00,0.84,22704.963,Compteur intelligent,1H
23/08/2025 09:00,0.478,22705.441,Compteur intelligent,1H
23/08/2025 10:00,0.367,22705.808,Compteur intelligent,1H
23/08/2025 11:00,0.323,22706.131,Compteur intelligent,1H
23/08/2025 12:00,0.526,22706.657,Compteur intelligent,1H
23/08/2025 13:00,0.647,22707.305,Compteur intelligent,1H
23/08/2025 14:00,0.749,22708.053,Compteur intelligent,1H
23/08/2025 15:00,0.786,22708.84,Compteur intelligent,1H
23/08/2025 16:00,1.001,22709.841,Compteur intelligent,1H
23/08/2025 17:00,1.046,22710.887,Compteur intelligent,1H
23/08/2025 18:00,1.209,22712.096,Compteur intelligent,1H
